ID,DRF,CFW,STPM
717,2.1999999999999997,0.015,0.004
718,2.1999999999999997,0.015,0.0055
719,2.1999999999999997,0.015,0.006999999999999999
720,2.1999999999999997,0.015,0.008499999999999999
721,2.1999999999999997,0.015,0.009999999999999998
722,2.1999999999999997,0.02,0.001
723,2.1999999999999997,0.02,0.0025
724,2.1999999999999997,0.02,0.004
725,2.1999999999999997,0.02,0.0055
726,2.1999999999999997,0.02,0.006999999999999999
727,2.1999999999999997,0.02,0.008499999999999999
728,2.1999999999999997,0.02,0.009999999999999998
729,2.1999999999999997,0.025,0.001
730,2.1999999999999997,0.025,0.0025
731,2.1999999999999997,0.025,0.004
732,2.1999999999999997,0.025,0.0055
733,2.1999999999999997,0.025,0.006999999999999999
734,2.1999999999999997,0.025,0.008499999999999999
735,2.1999999999999997,0.025,0.009999999999999998
736,2.1999999999999997,0.030000000000000002,0.001
737,2.1999999999999997,0.030000000000000002,0.0025
738,2.1999999999999997,0.030000000000000002,0.004
739,2.1999999999999997,0.030000000000000002,0.0055
740,2.1999999999999997,0.030000000000000002,0.006999999999999999
741,2.1999999999999997,0.030000000000000002,0.008499999999999999
742,2.1999999999999997,0.030000000000000002,0.009999999999999998
743,2.1999999999999997,0.035,0.001
744,2.1999999999999997,0.035,0.0025
745,2.1999999999999997,0.035,0.004
746,2.1999999999999997,0.035,0.0055
747,2.1999999999999997,0.035,0.006999999999999999
748,2.1999999999999997,0.035,0.008499999999999999
749,2.1999999999999997,0.035,0.009999999999999998
750,2.1999999999999997,0.04,0.001
751,2.1999999999999997,0.04,0.0025
752,2.1999999999999997,0.04,0.004
753,2.1999999999999997,0.04,0.0055
754,2.1999999999999997,0.04,0.006999999999999999
755,2.1999999999999997,0.04,0.008499999999999999
756,2.1999999999999997,0.04,0.009999999999999998
757,2.1999999999999997,0.045,0.001
758,2.1999999999999997,0.045,0.0025
759,2.1999999999999997,0.045,0.004
760,2.1999999999999997,0.045,0.0055
761,2.1999999999999997,0.045,0.006999999999999999
762,2.1999999999999997,0.045,0.008499999999999999
763,2.1999999999999997,0.045,0.009999999999999998
764,2.1999999999999997,0.049999999999999996,0.001
765,2.1999999999999997,0.049999999999999996,0.0025
766,2.1999999999999997,0.049999999999999996,0.004
767,2.1999999999999997,0.049999999999999996,0.0055
768,2.1999999999999997,0.049999999999999996,0.006999999999999999
769,2.1999999999999997,0.049999999999999996,0.008499999999999999
770,2.1999999999999997,0.049999999999999996,0.009999999999999998
771,2.4,0.005,0.001
772,2.4,0.005,0.0025
773,2.4,0.005,0.004
774,2.4,0.005,0.0055
775,2.4,0.005,0.006999999999999999
776,2.4,0.005,0.008499999999999999
777,2.4,0.005,0.009999999999999998
778,2.4,0.01,0.001
779,2.4,0.01,0.0025
780,2.4,0.01,0.004
781,2.4,0.01,0.0055
782,2.4,0.01,0.006999999999999999
783,2.4,0.01,0.008499999999999999
784,2.4,0.01,0.009999999999999998
785,2.4,0.015,0.001
786,2.4,0.015,0.0025
787,2.4,0.015,0.004
788,2.4,0.015,0.0055
789,2.4,0.015,0.006999999999999999
790,2.4,0.015,0.008499999999999999
791,2.4,0.015,0.009999999999999998
792,2.4,0.02,0.001
793,2.4,0.02,0.0025
794,2.4,0.02,0.004
795,2.4,0.02,0.0055
796,2.4,0.02,0.006999999999999999
797,2.4,0.02,0.008499999999999999
798,2.4,0.02,0.009999999999999998
799,2.4,0.025,0.001
800,2.4,0.025,0.0025
801,2.4,0.025,0.004
802,2.4,0.025,0.0055
803,2.4,0.025,0.006999999999999999
804,2.4,0.025,0.008499999999999999
805,2.4,0.025,0.009999999999999998
806,2.4,0.030000000000000002,0.001
807,2.4,0.030000000000000002,0.0025
808,2.4,0.030000000000000002,0.004
809,2.4,0.030000000000000002,0.0055
810,2.4,0.030000000000000002,0.006999999999999999
811,2.4,0.030000000000000002,0.008499999999999999
812,2.4,0.030000000000000002,0.009999999999999998
813,2.4,0.035,0.001
814,2.4,0.035,0.0025
815,2.4,0.035,0.004
816,2.4,0.035,0.0055
817,2.4,0.035,0.006999999999999999
818,2.4,0.035,0.008499999999999999
819,2.4,0.035,0.009999999999999998
820,2.4,0.04,0.001
821,2.4,0.04,0.0025
822,2.4,0.04,0.004
823,2.4,0.04,0.0055
824,2.4,0.04,0.006999999999999999
825,2.4,0.04,0.008499999999999999
826,2.4,0.04,0.009999999999999998
827,2.4,0.045,0.001
828,2.4,0.045,0.0025
829,2.4,0.045,0.004
830,2.4,0.045,0.0055
831,2.4,0.045,0.006999999999999999
832,2.4,0.045,0.008499999999999999
833,2.4,0.045,0.009999999999999998
834,2.4,0.049999999999999996,0.001
835,2.4,0.049999999999999996,0.0025
836,2.4,0.049999999999999996,0.004
837,2.4,0.049999999999999996,0.0055
838,2.4,0.049999999999999996,0.006999999999999999
839,2.4,0.049999999999999996,0.008499999999999999
840,2.4,0.049999999999999996,0.009999999999999998
841,2.6,0.005,0.001
842,2.6,0.005,0.0025
843,2.6,0.005,0.004
844,2.6,0.005,0.0055
845,2.6,0.005,0.006999999999999999
846,2.6,0.005,0.008499999999999999
847,2.6,0.005,0.009999999999999998
848,2.6,0.01,0.001
849,2.6,0.01,0.0025
850,2.6,0.01,0.004
851,2.6,0.01,0.0055
852,2.6,0.01,0.006999999999999999
853,2.6,0.01,0.008499999999999999
854,2.6,0.01,0.009999999999999998
855,2.6,0.015,0.001
856,2.6,0.015,0.0025
857,2.6,0.015,0.004
858,2.6,0.015,0.0055
859,2.6,0.015,0.006999999999999999
860,2.6,0.015,0.008499999999999999
861,2.6,0.015,0.009999999999999998
862,2.6,0.02,0.001
863,2.6,0.02,0.0025
864,2.6,0.02,0.004
865,2.6,0.02,0.0055
866,2.6,0.02,0.006999999999999999
867,2.6,0.02,0.008499999999999999
868,2.6,0.02,0.009999999999999998
869,2.6,0.025,0.001
870,2.6,0.025,0.0025
871,2.6,0.025,0.004
872,2.6,0.025,0.0055
873,2.6,0.025,0.006999999999999999
874,2.6,0.025,0.008499999999999999
875,2.6,0.025,0.009999999999999998
876,2.6,0.030000000000000002,0.001
877,2.6,0.030000000000000002,0.0025
878,2.6,0.030000000000000002,0.004
879,2.6,0.030000000000000002,0.0055
880,2.6,0.030000000000000002,0.006999999999999999
881,2.6,0.030000000000000002,0.008499999999999999
882,2.6,0.030000000000000002,0.009999999999999998
883,2.6,0.035,0.001
884,2.6,0.035,0.0025
885,2.6,0.035,0.004
886,2.6,0.035,0.0055
887,2.6,0.035,0.006999999999999999
888,2.6,0.035,0.008499999999999999
889,2.6,0.035,0.009999999999999998
890,2.6,0.04,0.001
891,2.6,0.04,0.0025
892,2.6,0.04,0.004
893,2.6,0.04,0.0055
894,2.6,0.04,0.006999999999999999
895,2.6,0.04,0.008499999999999999
896,2.6,0.04,0.009999999999999998
897,2.6,0.045,0.001
898,2.6,0.045,0.0025
899,2.6,0.045,0.004
900,2.6,0.045,0.0055
901,2.6,0.045,0.006999999999999999
902,2.6,0.045,0.008499999999999999
903,2.6,0.045,0.009999999999999998
904,2.6,0.049999999999999996,0.001
905,2.6,0.049999999999999996,0.0025
906,2.6,0.049999999999999996,0.004
907,2.6,0.049999999999999996,0.0055
908,2.6,0.049999999999999996,0.006999999999999999
909,2.6,0.049999999999999996,0.008499999999999999
910,2.6,0.049999999999999996,0.009999999999999998
911,2.8000000000000003,0.005,0.001
912,2.8000000000000003,0.005,0.0025
913,2.8000000000000003,0.005,0.004
914,2.8000000000000003,0.005,0.0055
915,2.8000000000000003,0.005,0.006999999999999999
916,2.8000000000000003,0.005,0.008499999999999999
917,2.8000000000000003,0.005,0.009999999999999998
918,2.8000000000000003,0.01,0.001
919,2.8000000000000003,0.01,0.0025
920,2.8000000000000003,0.01,0.004
921,2.8000000000000003,0.01,0.0055
922,2.8000000000000003,0.01,0.006999999999999999
923,2.8000000000000003,0.01,0.008499999999999999
924,2.8000000000000003,0.01,0.009999999999999998
925,2.8000000000000003,0.015,0.001
926,2.8000000000000003,0.015,0.0025
927,2.8000000000000003,0.015,0.004
928,2.8000000000000003,0.015,0.0055
929,2.8000000000000003,0.015,0.006999999999999999
930,2.8000000000000003,0.015,0.008499999999999999
931,2.8000000000000003,0.015,0.009999999999999998
932,2.8000000000000003,0.02,0.001
933,2.8000000000000003,0.02,0.0025
934,2.8000000000000003,0.02,0.004
935,2.8000000000000003,0.02,0.0055
936,2.8000000000000003,0.02,0.006999999999999999
937,2.8000000000000003,0.02,0.008499999999999999
938,2.8000000000000003,0.02,0.009999999999999998
939,2.8000000000000003,0.025,0.001
940,2.8000000000000003,0.025,0.0025
941,2.8000000000000003,0.025,0.004
942,2.8000000000000003,0.025,0.0055
943,2.8000000000000003,0.025,0.006999999999999999
944,2.8000000000000003,0.025,0.008499999999999999
945,2.8000000000000003,0.025,0.009999999999999998
946,2.8000000000000003,0.030000000000000002,0.001
947,2.8000000000000003,0.030000000000000002,0.0025
948,2.8000000000000003,0.030000000000000002,0.004
949,2.8000000000000003,0.030000000000000002,0.0055
950,2.8000000000000003,0.030000000000000002,0.006999999999999999
951,2.8000000000000003,0.030000000000000002,0.008499999999999999
952,2.8000000000000003,0.030000000000000002,0.009999999999999998
953,2.8000000000000003,0.035,0.001
954,2.8000000000000003,0.035,0.0025
955,2.8000000000000003,0.035,0.004
956,2.8000000000000003,0.035,0.0055
957,2.8000000000000003,0.035,0.006999999999999999
958,2.8000000000000003,0.035,0.008499999999999999
959,2.8000000000000003,0.035,0.009999999999999998
960,2.8000000000000003,0.04,0.001
961,2.8000000000000003,0.04,0.0025
962,2.8000000000000003,0.04,0.004
963,2.8000000000000003,0.04,0.0055
964,2.8000000000000003,0.04,0.006999999999999999
965,2.8000000000000003,0.04,0.008499999999999999
966,2.8000000000000003,0.04,0.009999999999999998
967,2.8000000000000003,0.045,0.001
968,2.8000000000000003,0.045,0.0025
969,2.8000000000000003,0.045,0.004
970,2.8000000000000003,0.045,0.0055
971,2.8000000000000003,0.045,0.006999999999999999
972,2.8000000000000003,0.045,0.008499999999999999
973,2.8000000000000003,0.045,0.009999999999999998
974,2.8000000000000003,0.049999999999999996,0.001
975,2.8000000000000003,0.049999999999999996,0.0025
976,2.8000000000000003,0.049999999999999996,0.004
977,2.8000000000000003,0.049999999999999996,0.0055
978,2.8000000000000003,0.049999999999999996,0.006999999999999999
979,2.8000000000000003,0.049999999999999996,0.008499999999999999
980,2.8000000000000003,0.049999999999999996,0.009999999999999998
