ID,DRF,CFW,STPM
203,0.6000000000000001,0.045,0.009999999999999998
204,0.6000000000000001,0.049999999999999996,0.001
205,0.6000000000000001,0.049999999999999996,0.0025
206,0.6000000000000001,0.049999999999999996,0.004
207,0.6000000000000001,0.049999999999999996,0.0055
208,0.6000000000000001,0.049999999999999996,0.006999999999999999
209,0.6000000000000001,0.049999999999999996,0.008499999999999999
210,0.6000000000000001,0.049999999999999996,0.009999999999999998
211,0.8,0.005,0.001
212,0.8,0.005,0.0025
213,0.8,0.005,0.004
214,0.8,0.005,0.0055
215,0.8,0.005,0.006999999999999999
216,0.8,0.005,0.008499999999999999
217,0.8,0.005,0.009999999999999998
218,0.8,0.01,0.001
219,0.8,0.01,0.0025
220,0.8,0.01,0.004
221,0.8,0.01,0.0055
222,0.8,0.01,0.006999999999999999
223,0.8,0.01,0.008499999999999999
224,0.8,0.01,0.009999999999999998
225,0.8,0.015,0.001
226,0.8,0.015,0.0025
227,0.8,0.015,0.004
228,0.8,0.015,0.0055
229,0.8,0.015,0.006999999999999999
230,0.8,0.015,0.008499999999999999
231,0.8,0.015,0.009999999999999998
232,0.8,0.02,0.001
233,0.8,0.02,0.0025
234,0.8,0.02,0.004
235,0.8,0.02,0.0055
236,0.8,0.02,0.006999999999999999
237,0.8,0.02,0.008499999999999999
238,0.8,0.02,0.009999999999999998
239,0.8,0.025,0.001
240,0.8,0.025,0.0025
241,0.8,0.025,0.004
242,0.8,0.025,0.0055
243,0.8,0.025,0.006999999999999999
244,0.8,0.025,0.008499999999999999
245,0.8,0.025,0.009999999999999998
246,0.8,0.030000000000000002,0.001
247,0.8,0.030000000000000002,0.0025
248,0.8,0.030000000000000002,0.004
249,0.8,0.030000000000000002,0.0055
250,0.8,0.030000000000000002,0.006999999999999999
251,0.8,0.030000000000000002,0.008499999999999999
252,0.8,0.030000000000000002,0.009999999999999998
253,0.8,0.035,0.001
254,0.8,0.035,0.0025
255,0.8,0.035,0.004
256,0.8,0.035,0.0055
257,0.8,0.035,0.006999999999999999
258,0.8,0.035,0.008499999999999999
259,0.8,0.035,0.009999999999999998
260,0.8,0.04,0.001
261,0.8,0.04,0.0025
262,0.8,0.04,0.004
263,0.8,0.04,0.0055
264,0.8,0.04,0.006999999999999999
265,0.8,0.04,0.008499999999999999
266,0.8,0.04,0.009999999999999998
267,0.8,0.045,0.001
268,0.8,0.045,0.0025
269,0.8,0.045,0.004
270,0.8,0.045,0.0055
271,0.8,0.045,0.006999999999999999
272,0.8,0.045,0.008499999999999999
273,0.8,0.045,0.009999999999999998
274,0.8,0.049999999999999996,0.001
275,0.8,0.049999999999999996,0.0025
276,0.8,0.049999999999999996,0.004
277,0.8,0.049999999999999996,0.0055
278,0.8,0.049999999999999996,0.006999999999999999
279,0.8,0.049999999999999996,0.008499999999999999
280,0.8,0.049999999999999996,0.009999999999999998
281,1.0,0.005,0.001
282,1.0,0.005,0.0025
283,1.0,0.005,0.004
284,1.0,0.005,0.0055
285,1.0,0.005,0.006999999999999999
286,1.0,0.005,0.008499999999999999
287,1.0,0.005,0.009999999999999998
288,1.0,0.01,0.001
289,1.0,0.01,0.0025
290,1.0,0.01,0.004
291,1.0,0.01,0.0055
292,1.0,0.01,0.006999999999999999
293,1.0,0.01,0.008499999999999999
294,1.0,0.01,0.009999999999999998
295,1.0,0.015,0.001
296,1.0,0.015,0.0025
297,1.0,0.015,0.004
298,1.0,0.015,0.0055
299,1.0,0.015,0.006999999999999999
300,1.0,0.015,0.008499999999999999
301,1.0,0.015,0.009999999999999998
302,1.0,0.02,0.001
303,1.0,0.02,0.0025
304,1.0,0.02,0.004
305,1.0,0.02,0.0055
306,1.0,0.02,0.006999999999999999
307,1.0,0.02,0.008499999999999999
308,1.0,0.02,0.009999999999999998
309,1.0,0.025,0.001
310,1.0,0.025,0.0025
311,1.0,0.025,0.004
312,1.0,0.025,0.0055
313,1.0,0.025,0.006999999999999999
314,1.0,0.025,0.008499999999999999
315,1.0,0.025,0.009999999999999998
316,1.0,0.030000000000000002,0.001
317,1.0,0.030000000000000002,0.0025
318,1.0,0.030000000000000002,0.004
319,1.0,0.030000000000000002,0.0055
320,1.0,0.030000000000000002,0.006999999999999999
321,1.0,0.030000000000000002,0.008499999999999999
322,1.0,0.030000000000000002,0.009999999999999998
323,1.0,0.035,0.001
324,1.0,0.035,0.0025
325,1.0,0.035,0.004
326,1.0,0.035,0.0055
327,1.0,0.035,0.006999999999999999
328,1.0,0.035,0.008499999999999999
329,1.0,0.035,0.009999999999999998
330,1.0,0.04,0.001
331,1.0,0.04,0.0025
332,1.0,0.04,0.004
333,1.0,0.04,0.0055
334,1.0,0.04,0.006999999999999999
335,1.0,0.04,0.008499999999999999
336,1.0,0.04,0.009999999999999998
337,1.0,0.045,0.001
338,1.0,0.045,0.0025
339,1.0,0.045,0.004
340,1.0,0.045,0.0055
341,1.0,0.045,0.006999999999999999
342,1.0,0.045,0.008499999999999999
343,1.0,0.045,0.009999999999999998
344,1.0,0.049999999999999996,0.001
345,1.0,0.049999999999999996,0.0025
346,1.0,0.049999999999999996,0.004
347,1.0,0.049999999999999996,0.0055
348,1.0,0.049999999999999996,0.006999999999999999
349,1.0,0.049999999999999996,0.008499999999999999
350,1.0,0.049999999999999996,0.009999999999999998
351,1.2,0.005,0.001
352,1.2,0.005,0.0025
353,1.2,0.005,0.004
354,1.2,0.005,0.0055
355,1.2,0.005,0.006999999999999999
356,1.2,0.005,0.008499999999999999
357,1.2,0.005,0.009999999999999998
358,1.2,0.01,0.001
359,1.2,0.01,0.0025
360,1.2,0.01,0.004
361,1.2,0.01,0.0055
362,1.2,0.01,0.006999999999999999
363,1.2,0.01,0.008499999999999999
364,1.2,0.01,0.009999999999999998
365,1.2,0.015,0.001
366,1.2,0.015,0.0025
367,1.2,0.015,0.004
368,1.2,0.015,0.0055
369,1.2,0.015,0.006999999999999999
370,1.2,0.015,0.008499999999999999
371,1.2,0.015,0.009999999999999998
372,1.2,0.02,0.001
373,1.2,0.02,0.0025
374,1.2,0.02,0.004
375,1.2,0.02,0.0055
376,1.2,0.02,0.006999999999999999
377,1.2,0.02,0.008499999999999999
378,1.2,0.02,0.009999999999999998
379,1.2,0.025,0.001
380,1.2,0.025,0.0025
381,1.2,0.025,0.004
382,1.2,0.025,0.0055
383,1.2,0.025,0.006999999999999999
384,1.2,0.025,0.008499999999999999
385,1.2,0.025,0.009999999999999998
386,1.2,0.030000000000000002,0.001
387,1.2,0.030000000000000002,0.0025
388,1.2,0.030000000000000002,0.004
389,1.2,0.030000000000000002,0.0055
390,1.2,0.030000000000000002,0.006999999999999999
391,1.2,0.030000000000000002,0.008499999999999999
392,1.2,0.030000000000000002,0.009999999999999998
393,1.2,0.035,0.001
394,1.2,0.035,0.0025
395,1.2,0.035,0.004
396,1.2,0.035,0.0055
397,1.2,0.035,0.006999999999999999
398,1.2,0.035,0.008499999999999999
399,1.2,0.035,0.009999999999999998
400,1.2,0.04,0.001
401,1.2,0.04,0.0025
402,1.2,0.04,0.004
403,1.2,0.04,0.0055
404,1.2,0.04,0.006999999999999999
405,1.2,0.04,0.008499999999999999
406,1.2,0.04,0.009999999999999998
407,1.2,0.045,0.001
408,1.2,0.045,0.0025
409,1.2,0.045,0.004
410,1.2,0.045,0.0055
411,1.2,0.045,0.006999999999999999
412,1.2,0.045,0.008499999999999999
413,1.2,0.045,0.009999999999999998
414,1.2,0.049999999999999996,0.001
415,1.2,0.049999999999999996,0.0025
416,1.2,0.049999999999999996,0.004
417,1.2,0.049999999999999996,0.0055
418,1.2,0.049999999999999996,0.006999999999999999
419,1.2,0.049999999999999996,0.008499999999999999
420,1.2,0.049999999999999996,0.009999999999999998
421,1.4,0.005,0.001
422,1.4,0.005,0.0025
423,1.4,0.005,0.004
424,1.4,0.005,0.0055
425,1.4,0.005,0.006999999999999999
426,1.4,0.005,0.008499999999999999
427,1.4,0.005,0.009999999999999998
428,1.4,0.01,0.001
429,1.4,0.01,0.0025
430,1.4,0.01,0.004
431,1.4,0.01,0.0055
432,1.4,0.01,0.006999999999999999
433,1.4,0.01,0.008499999999999999
434,1.4,0.01,0.009999999999999998
435,1.4,0.015,0.001
436,1.4,0.015,0.0025
437,1.4,0.015,0.004
438,1.4,0.015,0.0055
439,1.4,0.015,0.006999999999999999
440,1.4,0.015,0.008499999999999999
441,1.4,0.015,0.009999999999999998
442,1.4,0.02,0.001
443,1.4,0.02,0.0025
444,1.4,0.02,0.004
445,1.4,0.02,0.0055
446,1.4,0.02,0.006999999999999999
447,1.4,0.02,0.008499999999999999
448,1.4,0.02,0.009999999999999998
449,1.4,0.025,0.001
450,1.4,0.025,0.0025
451,1.4,0.025,0.004
452,1.4,0.025,0.0055
453,1.4,0.025,0.006999999999999999
454,1.4,0.025,0.008499999999999999
455,1.4,0.025,0.009999999999999998
456,1.4,0.030000000000000002,0.001
457,1.4,0.030000000000000002,0.0025
458,1.4,0.030000000000000002,0.004
459,1.4,0.030000000000000002,0.0055
460,1.4,0.030000000000000002,0.006999999999999999
461,1.4,0.030000000000000002,0.008499999999999999
462,1.4,0.030000000000000002,0.009999999999999998
463,1.4,0.035,0.001
464,1.4,0.035,0.0025
465,1.4,0.035,0.004
466,1.4,0.035,0.0055
467,1.4,0.035,0.006999999999999999
468,1.4,0.035,0.008499999999999999
469,1.4,0.035,0.009999999999999998
470,1.4,0.04,0.001
471,1.4,0.04,0.0025
472,1.4,0.04,0.004
473,1.4,0.04,0.0055
474,1.4,0.04,0.006999999999999999
475,1.4,0.04,0.008499999999999999
476,1.4,0.04,0.009999999999999998
477,1.4,0.045,0.001
478,1.4,0.045,0.0025
479,1.4,0.045,0.004
480,1.4,0.045,0.0055
481,1.4,0.045,0.006999999999999999
482,1.4,0.045,0.008499999999999999
483,1.4,0.045,0.009999999999999998
484,1.4,0.049999999999999996,0.001
485,1.4,0.049999999999999996,0.0025
486,1.4,0.049999999999999996,0.004
487,1.4,0.049999999999999996,0.0055
488,1.4,0.049999999999999996,0.006999999999999999
489,1.4,0.049999999999999996,0.008499999999999999
490,1.4,0.049999999999999996,0.009999999999999998
491,1.5999999999999999,0.005,0.001
492,1.5999999999999999,0.005,0.0025
493,1.5999999999999999,0.005,0.004
494,1.5999999999999999,0.005,0.0055
495,1.5999999999999999,0.005,0.006999999999999999
496,1.5999999999999999,0.005,0.008499999999999999
497,1.5999999999999999,0.005,0.009999999999999998
498,1.5999999999999999,0.01,0.001
499,1.5999999999999999,0.01,0.0025
500,1.5999999999999999,0.01,0.004
501,1.5999999999999999,0.01,0.0055
502,1.5999999999999999,0.01,0.006999999999999999
503,1.5999999999999999,0.01,0.008499999999999999
504,1.5999999999999999,0.01,0.009999999999999998
505,1.5999999999999999,0.015,0.001
506,1.5999999999999999,0.015,0.0025
507,1.5999999999999999,0.015,0.004
508,1.5999999999999999,0.015,0.0055
509,1.5999999999999999,0.015,0.006999999999999999
510,1.5999999999999999,0.015,0.008499999999999999
511,1.5999999999999999,0.015,0.009999999999999998
512,1.5999999999999999,0.02,0.001
513,1.5999999999999999,0.02,0.0025
514,1.5999999999999999,0.02,0.004
515,1.5999999999999999,0.02,0.0055
516,1.5999999999999999,0.02,0.006999999999999999
517,1.5999999999999999,0.02,0.008499999999999999
518,1.5999999999999999,0.02,0.009999999999999998
519,1.5999999999999999,0.025,0.001
520,1.5999999999999999,0.025,0.0025
521,1.5999999999999999,0.025,0.004
522,1.5999999999999999,0.025,0.0055
523,1.5999999999999999,0.025,0.006999999999999999
524,1.5999999999999999,0.025,0.008499999999999999
525,1.5999999999999999,0.025,0.009999999999999998
526,1.5999999999999999,0.030000000000000002,0.001
527,1.5999999999999999,0.030000000000000002,0.0025
528,1.5999999999999999,0.030000000000000002,0.004
529,1.5999999999999999,0.030000000000000002,0.0055
530,1.5999999999999999,0.030000000000000002,0.006999999999999999
531,1.5999999999999999,0.030000000000000002,0.008499999999999999
532,1.5999999999999999,0.030000000000000002,0.009999999999999998
533,1.5999999999999999,0.035,0.001
534,1.5999999999999999,0.035,0.0025
535,1.5999999999999999,0.035,0.004
536,1.5999999999999999,0.035,0.0055
537,1.5999999999999999,0.035,0.006999999999999999
538,1.5999999999999999,0.035,0.008499999999999999
539,1.5999999999999999,0.035,0.009999999999999998
540,1.5999999999999999,0.04,0.001
541,1.5999999999999999,0.04,0.0025
542,1.5999999999999999,0.04,0.004
543,1.5999999999999999,0.04,0.0055
544,1.5999999999999999,0.04,0.006999999999999999
545,1.5999999999999999,0.04,0.008499999999999999
546,1.5999999999999999,0.04,0.009999999999999998
547,1.5999999999999999,0.045,0.001
548,1.5999999999999999,0.045,0.0025
549,1.5999999999999999,0.045,0.004
550,1.5999999999999999,0.045,0.0055
551,1.5999999999999999,0.045,0.006999999999999999
552,1.5999999999999999,0.045,0.008499999999999999
553,1.5999999999999999,0.045,0.009999999999999998
554,1.5999999999999999,0.049999999999999996,0.001
555,1.5999999999999999,0.049999999999999996,0.0025
556,1.5999999999999999,0.049999999999999996,0.004
557,1.5999999999999999,0.049999999999999996,0.0055
558,1.5999999999999999,0.049999999999999996,0.006999999999999999
559,1.5999999999999999,0.049999999999999996,0.008499999999999999
560,1.5999999999999999,0.049999999999999996,0.009999999999999998
561,1.7999999999999998,0.005,0.001
562,1.7999999999999998,0.005,0.0025
563,1.7999999999999998,0.005,0.004
564,1.7999999999999998,0.005,0.0055
565,1.7999999999999998,0.005,0.006999999999999999
566,1.7999999999999998,0.005,0.008499999999999999
567,1.7999999999999998,0.005,0.009999999999999998
568,1.7999999999999998,0.01,0.001
569,1.7999999999999998,0.01,0.0025
570,1.7999999999999998,0.01,0.004
571,1.7999999999999998,0.01,0.0055
572,1.7999999999999998,0.01,0.006999999999999999
573,1.7999999999999998,0.01,0.008499999999999999
574,1.7999999999999998,0.01,0.009999999999999998
575,1.7999999999999998,0.015,0.001
576,1.7999999999999998,0.015,0.0025
577,1.7999999999999998,0.015,0.004
578,1.7999999999999998,0.015,0.0055
579,1.7999999999999998,0.015,0.006999999999999999
580,1.7999999999999998,0.015,0.008499999999999999
581,1.7999999999999998,0.015,0.009999999999999998
582,1.7999999999999998,0.02,0.001
583,1.7999999999999998,0.02,0.0025
584,1.7999999999999998,0.02,0.004
585,1.7999999999999998,0.02,0.0055
586,1.7999999999999998,0.02,0.006999999999999999
587,1.7999999999999998,0.02,0.008499999999999999
588,1.7999999999999998,0.02,0.009999999999999998
589,1.7999999999999998,0.025,0.001
590,1.7999999999999998,0.025,0.0025
591,1.7999999999999998,0.025,0.004
592,1.7999999999999998,0.025,0.0055
593,1.7999999999999998,0.025,0.006999999999999999
594,1.7999999999999998,0.025,0.008499999999999999
595,1.7999999999999998,0.025,0.009999999999999998
596,1.7999999999999998,0.030000000000000002,0.001
597,1.7999999999999998,0.030000000000000002,0.0025
598,1.7999999999999998,0.030000000000000002,0.004
599,1.7999999999999998,0.030000000000000002,0.0055
600,1.7999999999999998,0.030000000000000002,0.006999999999999999
601,1.7999999999999998,0.030000000000000002,0.008499999999999999
602,1.7999999999999998,0.030000000000000002,0.009999999999999998
603,1.7999999999999998,0.035,0.001
604,1.7999999999999998,0.035,0.0025
605,1.7999999999999998,0.035,0.004
606,1.7999999999999998,0.035,0.0055
607,1.7999999999999998,0.035,0.006999999999999999
608,1.7999999999999998,0.035,0.008499999999999999
609,1.7999999999999998,0.035,0.009999999999999998
610,1.7999999999999998,0.04,0.001
611,1.7999999999999998,0.04,0.0025
612,1.7999999999999998,0.04,0.004
613,1.7999999999999998,0.04,0.0055
614,1.7999999999999998,0.04,0.006999999999999999
615,1.7999999999999998,0.04,0.008499999999999999
616,1.7999999999999998,0.04,0.009999999999999998
617,1.7999999999999998,0.045,0.001
618,1.7999999999999998,0.045,0.0025
619,1.7999999999999998,0.045,0.004
620,1.7999999999999998,0.045,0.0055
621,1.7999999999999998,0.045,0.006999999999999999
622,1.7999999999999998,0.045,0.008499999999999999
623,1.7999999999999998,0.045,0.009999999999999998
624,1.7999999999999998,0.049999999999999996,0.001
625,1.7999999999999998,0.049999999999999996,0.0025
626,1.7999999999999998,0.049999999999999996,0.004
627,1.7999999999999998,0.049999999999999996,0.0055
628,1.7999999999999998,0.049999999999999996,0.006999999999999999
629,1.7999999999999998,0.049999999999999996,0.008499999999999999
630,1.7999999999999998,0.049999999999999996,0.009999999999999998
631,1.9999999999999998,0.005,0.001
632,1.9999999999999998,0.005,0.0025
633,1.9999999999999998,0.005,0.004
634,1.9999999999999998,0.005,0.0055
635,1.9999999999999998,0.005,0.006999999999999999
636,1.9999999999999998,0.005,0.008499999999999999
637,1.9999999999999998,0.005,0.009999999999999998
638,1.9999999999999998,0.01,0.001
639,1.9999999999999998,0.01,0.0025
640,1.9999999999999998,0.01,0.004
641,1.9999999999999998,0.01,0.0055
642,1.9999999999999998,0.01,0.006999999999999999
643,1.9999999999999998,0.01,0.008499999999999999
644,1.9999999999999998,0.01,0.009999999999999998
645,1.9999999999999998,0.015,0.001
646,1.9999999999999998,0.015,0.0025
647,1.9999999999999998,0.015,0.004
648,1.9999999999999998,0.015,0.0055
649,1.9999999999999998,0.015,0.006999999999999999
650,1.9999999999999998,0.015,0.008499999999999999
651,1.9999999999999998,0.015,0.009999999999999998
652,1.9999999999999998,0.02,0.001
653,1.9999999999999998,0.02,0.0025
654,1.9999999999999998,0.02,0.004
655,1.9999999999999998,0.02,0.0055
656,1.9999999999999998,0.02,0.006999999999999999
657,1.9999999999999998,0.02,0.008499999999999999
658,1.9999999999999998,0.02,0.009999999999999998
659,1.9999999999999998,0.025,0.001
660,1.9999999999999998,0.025,0.0025
661,1.9999999999999998,0.025,0.004
662,1.9999999999999998,0.025,0.0055
663,1.9999999999999998,0.025,0.006999999999999999
664,1.9999999999999998,0.025,0.008499999999999999
665,1.9999999999999998,0.025,0.009999999999999998
666,1.9999999999999998,0.030000000000000002,0.001
667,1.9999999999999998,0.030000000000000002,0.0025
668,1.9999999999999998,0.030000000000000002,0.004
669,1.9999999999999998,0.030000000000000002,0.0055
670,1.9999999999999998,0.030000000000000002,0.006999999999999999
671,1.9999999999999998,0.030000000000000002,0.008499999999999999
672,1.9999999999999998,0.030000000000000002,0.009999999999999998
673,1.9999999999999998,0.035,0.001
674,1.9999999999999998,0.035,0.0025
675,1.9999999999999998,0.035,0.004
676,1.9999999999999998,0.035,0.0055
677,1.9999999999999998,0.035,0.006999999999999999
678,1.9999999999999998,0.035,0.008499999999999999
679,1.9999999999999998,0.035,0.009999999999999998
680,1.9999999999999998,0.04,0.001
681,1.9999999999999998,0.04,0.0025
682,1.9999999999999998,0.04,0.004
683,1.9999999999999998,0.04,0.0055
684,1.9999999999999998,0.04,0.006999999999999999
685,1.9999999999999998,0.04,0.008499999999999999
686,1.9999999999999998,0.04,0.009999999999999998
687,1.9999999999999998,0.045,0.001
688,1.9999999999999998,0.045,0.0025
689,1.9999999999999998,0.045,0.004
690,1.9999999999999998,0.045,0.0055
691,1.9999999999999998,0.045,0.006999999999999999
692,1.9999999999999998,0.045,0.008499999999999999
693,1.9999999999999998,0.045,0.009999999999999998
694,1.9999999999999998,0.049999999999999996,0.001
695,1.9999999999999998,0.049999999999999996,0.0025
696,1.9999999999999998,0.049999999999999996,0.004
697,1.9999999999999998,0.049999999999999996,0.0055
698,1.9999999999999998,0.049999999999999996,0.006999999999999999
699,1.9999999999999998,0.049999999999999996,0.008499999999999999
700,1.9999999999999998,0.049999999999999996,0.009999999999999998
701,2.1999999999999997,0.005,0.001
702,2.1999999999999997,0.005,0.0025
703,2.1999999999999997,0.005,0.004
704,2.1999999999999997,0.005,0.0055
705,2.1999999999999997,0.005,0.006999999999999999
706,2.1999999999999997,0.005,0.008499999999999999
707,2.1999999999999997,0.005,0.009999999999999998
708,2.1999999999999997,0.01,0.001
709,2.1999999999999997,0.01,0.0025
710,2.1999999999999997,0.01,0.004
711,2.1999999999999997,0.01,0.0055
712,2.1999999999999997,0.01,0.006999999999999999
713,2.1999999999999997,0.01,0.008499999999999999
714,2.1999999999999997,0.01,0.009999999999999998
715,2.1999999999999997,0.015,0.001
716,2.1999999999999997,0.015,0.0025
